path,group,before_cumulation,length,plDDT
A0A286YF01,Unknotted,{'0_1': 0.98},96,42.09165232358005
A0A286YF18,Unknotted,{'0_1': 1.0},149,65.39710896309299
A0A286YF46,Unknotted,{'0_1': 1.0},85,44.14148775894537
A0A286YF58,Unknotted,"{'0_1': 0.83, '3_1': 0.16}",385,61.73938411078737
A0A286YF60,Unknotted,{'0_1': 1.0},100,41.33909385113274
A0A286YF77,Unknotted,{'0_1': 1.0},105,41.21982919254642
A0A286YFB4,Unknotted,{'0_1': 0.99},120,40.41501420454541
A0A286YFG1,Unknotted,{'0_1': 0.99},108,38.528151515151514
A0A286YFK9,Unknotted,{'0_1': 1.0},51,77.30523341523325
A0A2R8Y2Y2,Unknotted,{'0_1': 0.97},192,57.613168523676734
A0A2R8Y4L2,Unknotted,{'0_1': 0.95},275,71.54048081593054
A0A2R8Y4Y8,Unknotted,{'0_1': 1.0},160,72.72288030887995
A0A2R8Y619,Unknotted,{'0_1': 1.0},122,84.55520127118666
A0A2R8Y7D0,Unknotted,{'0_1': 0.95},120,77.31711794871816
A0A2R8Y7Y5,Unknotted,"{'0_1': 0.79, '3_1': 0.2}",234,55.740980392157034
A0A2R8YCJ5,Unknotted,{'0_1': 1.0},93,74.7479938744256
A0A2R8YFL7,Unknotted,{'0_1': 0.99},184,70.76058265582661
A0A2R8YFM6,Unknotted,"{'0_1': 0.93, '3_1': 0.07}",193,66.69169354838657
A0A2Z4LIS9,Unknotted,"{'0_1': 0.73, '3_1': 0.17, '4_1': 0.07}",290,60.45300429184551
A0A3B3IRV3,Unknotted,"{'0_1': 0.86, '3_1': 0.12}",181,96.72148459383753
A0A3B3IS91,Unknotted,{'0_1': 0.96},260,38.36324624791533
A0A3B3IT33,Unknotted,"{'0_1': 0.91, '3_1': 0.09}",452,86.65446779843703
A0A3B3IT52,Unknotted,{'0_1': 0.99},213,67.72656647398878
A0A3B3IU46,Unknotted,{'0_1': 1.0},118,61.918599412340605
A0A3B3IU63,Unknotted,{'0_1': 1.0},148,77.37007293354922
A0A411D538,Unknotted,{'0_1': 1.0},79,69.79867954911445
A0A455ZAR2,Unknotted,{'0_1': 0.99},87,36.59796686746986
A0A494BZU4,Unknotted,{'0_1': 0.98},170,75.01688559322079
A0A494C071,Unknotted,"{'0_1': 0.76, '3_1': 0.12}",2061,50.836385148385226
A0A494C086,Unknotted,"{'0_1': 0.88, '3_1': 0.1}",402,60.30603006189216
A0A494C0N9,Unknotted,{'0_1': 0.99},232,65.47165984804168
A0A494C0Y3,Unknotted,{'0_1': 1.0},232,65.45388042203994
A0A494C0Z2,Unknotted,"{'0_1': 0.9, '3_1': 0.07}",265,70.68603969327931
A0A494C103,Unknotted,{'0_1': 0.98},137,87.38653739612153
A0A494C191,Unknotted,"{'0_1': 0.93, '3_1': 0.07}",265,70.46010383747185
A0A494C1R9,Unknotted,{'0_1': 0.96},314,73.46293227091586
A0A539,Unknotted,{'0_1': 0.98},114,91.02921962095847
A0A576,Unknotted,{'0_1': 0.98},114,91.10836101882639
A0A577,Unknotted,{'0_1': 0.97},114,89.82947427293051
A0A578,Unknotted,{'0_1': 0.95},114,93.4634689265535
A0A584,Unknotted,{'0_1': 0.97},115,89.43967633928567
A0A589,Unknotted,{'0_1': 0.97},114,91.10501118568178
A0A590UK83,Unknotted,{'0_1': 0.99},107,53.98030552291432
A0A597,Unknotted,{'0_1': 0.95},114,93.45128959276038
A0A599,Unknotted,{'0_1': 0.95},114,93.11733333333346
A0A5A2,Unknotted,"{'0_1': 0.92, '3_1': 0.08}",114,92.0488752783965
A0A5A6,Unknotted,{'0_1': 1.0},115,88.6818708971552
A0A5B0,Unknotted,{'0_1': 0.96},115,91.12558628318594
A0A5B6,Unknotted,{'0_1': 0.95},114,90.40656894679678
A0A5B7,Unknotted,{'0_1': 0.93},111,93.16174882629088
A0A5B9,Unknotted,{'0_1': 1.0},178,93.88093039772674
A0A5F9ZH02,Unknotted,{'0_1': 0.99},70,70.82053380782916
A0A5F9ZHS7,Unknotted,"{'0_1': 0.75, '4_1': 0.12, '3_1': 0.09}",289,59.4954311926603
A0A6I8PU40,Unknotted,{'0_1': 0.98},153,43.64859788359769
A0A7L8Y648,Unknotted,{'0_1': 1.0},51,61.414661458333406
A0A7P0TBJ1,Unknotted,{'0_1': 0.98},273,66.11856398104266
A0A804HLA8,Unknotted,{'0_1': 1.0},68,88.08070866141723
A0AUZ9,Unknotted,"{'0_1': 0.81, '3_1': 0.13}",987,50.24334305643596
A0AV02,Unknotted,"{'0_1': 0.56, '3_1': 0.34}",714,68.87257900472228
A0AVF1,Unknotted,{'0_1': 0.97},554,91.27549136786139
A0AVI2,Unknotted,"{'0_1': 0.84, '3_1': 0.06}",2057,75.18948440104634
A0AVI4,Unknotted,{'0_1': 0.96},362,88.17615628299876
A0AVK6,Unknotted,"{'0_1': 0.73, '3_1': 0.11}",867,53.69316147565774
A0AVT1,Unknotted,{'0_1': 0.9},1052,91.7037600867151
A0FGR8,Unknotted,"{'0_1': 0.77, '3_1': 0.11}",921,74.28965335551813
A0FGR9,Unknotted,"{'0_1': 0.81, '3_1': 0.12}",886,72.13202157864812
A0JD32,Unknotted,{'0_1': 0.97},116,89.80894623655928
A0JD36,Unknotted,{'0_1': 0.96},115,90.23688668866872
A0JD37,Unknotted,{'0_1': 1.0},113,89.51274211099033
A0JLT2,Unknotted,{'0_1': 0.96},244,66.39949106659391
A0JNW5,Unknotted,"{'0_1': 0.75, '3_1': 0.17}",1464,67.76963210412259
A0JP26,Unknotted,{'0_1': 0.98},581,68.477623827187
A0M8Q6,Unknotted,{'0_1': 1.0},106,95.98479140328685
A0MZ66,Unknotted,"{'0_1': 0.81, '3_1': 0.13}",631,72.93238722554923
A0PG75,Unknotted,"{'0_1': 0.93, '3_1': 0.07}",271,73.52090047393347
A0PJE2,Unknotted,"{'0_1': 0.84, '3_1': 0.07}",317,95.46842487883748
A0PJK1,Unknotted,"{'0_1': 0.62, '6_1': 0.16}",596,88.15736203090404
A0PJW6,Unknotted,{'0_1': 0.99},202,75.43551701991026
A0PJW8,Unknotted,{'0_1': 0.99},107,67.89833333333343
A0PJX0,Unknotted,{'0_1': 0.97},185,90.16785948785288
A0PJX2,Unknotted,"{'0_1': 0.94, '3_1': 0.06}",215,85.91214709371253
A0PJX4,Unknotted,{'0_1': 0.99},238,67.24657284768233
A0PJX8,Unknotted,{'0_1': 0.96},343,77.91345551737288
A0PJY2,Unknotted,"{'0_1': 0.85, '3_1': 0.11}",475,56.76397755269656
A0PJZ0,Unknotted,{'0_1': 0.98},165,80.81150579150624
A0PJZ3,Unknotted,{'0_1': 0.92},443,83.83207594235014
A0PK00,Unknotted,{'0_1': 0.99},339,90.42114898102633
A0PK05,Unknotted,{'0_1': 0.98},275,58.02738841405492
A0PK11,Unknotted,{'0_1': 0.99},232,91.37917084028932
A0ZSE6,Unknotted,{'0_1': 1.0},113,77.65064906490649
A1A4F0,Unknotted,{'0_1': 1.0},135,66.34389444949939
A1A4G5,Unknotted,{'0_1': 0.95},178,64.09172344689335
A1A4S6,Unknotted,"{'0_1': 0.89, '3_1': 0.1}",786,80.1481860095394
A1A4V9,Unknotted,{'0_1': 0.98},331,74.25860787992508
A1A4Y4,Unknotted,{'0_1': 0.94},181,84.3802700781806
A1A519,Unknotted,"{'0_1': 0.94, '3_1': 0.06}",330,56.48333333333313
A1A580,Unknotted,{'0_1': 1.0},65,55.645010395010246
A1A5B4,Unknotted,"{'0_1': 0.83, '3_1': 0.09}",782,81.33486571383732
A1A5C7,Unknotted,{'0_1': 0.88},686,73.2906137811236
A1A5D9,Unknotted,{'0_1': 1.0},508,80.82585671342648
A1E959,Unknotted,{'0_1': 0.99},279,44.43093505297095
A1IGU5,Unknotted,{'0_1': 0.96},675,83.8301915210102
A1KXE4,Unknotted,{'0_1': 0.97},195,50.31981881533094
A1L020,Unknotted,"{'0_1': 0.9, '3_1': 0.08}",520,65.33572067332996
A1L0T0,Unknotted,"{'0_1': 0.83, '3_1': 0.1}",632,94.70760309817865
A1L157,Unknotted,{'0_1': 0.94},253,87.44251635631682
A1L162,Unknotted,{'0_1': 1.0},156,74.389731925264
A1L167,Unknotted,{'0_1': 0.97},161,91.26790085205243
A1L168,Unknotted,{'0_1': 0.98},122,70.71058885383799
A1L170,Unknotted,"{'0_1': 0.86, '3_1': 0.12}",272,57.15966209598458
A1L188,Unknotted,{'0_1': 0.99},74,90.99493530499055
A1L190,Unknotted,{'0_1': 1.0},88,92.31102040816303
A1L1A6,Unknotted,{'0_1': 1.0},192,78.30116828929089
A1L390,Unknotted,"{'0_1': 0.52, '3_1': 0.26, '5_2': 0.08}",1219,55.790461668784275
A1L3X0,Unknotted,{'0_1': 0.98},281,89.21599915326016
A1L3X4,Unknotted,{'0_1': 1.0},49,68.8811585365854
A1L429,Unknotted,{'0_1': 0.98},117,63.28300110741978
A1L453,Unknotted,{'0_1': 0.97},326,82.31457695406952
A1L4K1,Unknotted,{'0_1': 0.93},749,73.7141873645603
A1L4L8,Unknotted,{'0_1': 0.98},177,72.097332372026
A1L4Q6,Unknotted,{'0_1': 1.0},167,34.40327559055117
A1X283,Unknotted,"{'0_1': 0.6, '4_1': 0.1, '5_2': 0.09, '3_1#4_1': 0.06}",911,57.493946081854624
A1XBS5,Unknotted,{'0_1': 0.97},289,85.5671855010664
A1Z1Q3,Unknotted,{'0_1': 0.93},425,71.9430834086121
A2A288,Unknotted,"{'0_1': 0.94, '3_1': 0.06}",527,69.92278712509162
A2A2V5,Unknotted,{'0_1': 1.0},107,64.12368029739788
A2A2Y4,Unknotted,"{'0_1': 0.86, '3_1': 0.1}",597,75.28878381168713
A2A2Z9,Unknotted,{'0_1': 0.97},1011,71.67009177635579
A2A368,Unknotted,{'0_1': 0.95},324,74.58591105863792
A2A3K4,Unknotted,"{'0_1': 0.8, '4_1': 0.07}",754,70.45730769230744
A2A3L6,Unknotted,"{'0_1': 0.84, '3_1': 0.08}",582,73.47961702127687
A2A3N6,Unknotted,"{'0_1': 0.88, '3_1': 0.08}",862,67.43745053956957
A2AJT9,Unknotted,"{'0_1': 0.79, '3_1': 0.18}",711,48.258455820239924
A2CJ06,Unknotted,"{'0_1': 0.9, '3_1': 0.09}",578,70.56642436149305
A2IDD5,Unknotted,{'0_1': 0.95},438,66.53992694330782
A2JGV3,Unknotted,{'0_1': 1.0},58,80.7940433925048
A2NJV5,Unknotted,{'0_1': 0.98},120,90.69455930359129
A2PYH4,Unknotted,"{'0_1': 0.7, '3_1': 0.21}",1435,65.47932732680201
A2RRD8,Unknotted,{'0_1': 0.99},509,70.45676449362449
A2RRH5,Unknotted,"{'0_1': 0.84, '3_1': 0.08}",827,81.98707243620105
A2RRL7,Unknotted,{'0_1': 1.0},107,70.15741614906837
A2RRP1,Unknotted,"{'0_1': 0.74, '3_1': 0.12}",2371,75.09024842417435
A2RTX5,Unknotted,{'0_1': 0.94},802,87.19001227370336
A2RTY3,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",570,70.91445144471
A2RU14,Unknotted,{'0_1': 1.0},115,87.34434537246075
A2RU30,Unknotted,"{'0_1': 0.89, '3_1': 0.1}",521,54.38804232804215
A2RU37,Unknotted,{'0_1': 0.98},121,44.02041577825166
A2RU48,Unknotted,{'0_1': 0.96},225,82.96942561746145
A2RU49,Unknotted,"{'0_1': 0.86, '3_1': 0.09}",373,93.96669491525459
A2RU54,Unknotted,{'0_1': 0.96},273,66.20917466410728
A2RU67,Unknotted,"{'0_1': 0.82, '3_1': 0.18}",622,78.96790534804815
A2RUB1,Unknotted,"{'0_1': 0.7, '3_1': 0.22}",952,46.505160735547335
A2RUB6,Unknotted,"{'0_1': 0.74, '3_1': 0.16}",948,57.9488157036662
A2RUC4,Unknotted,"{'0_1': 0.81, '3_1': 0.09, '4_1': 0.07}",315,95.82899032882011
A2RUH7,Unknotted,"{'0_1': 0.93, '3_1': 0.07}",354,85.56732771261036
A2RUQ5,Unknotted,{'0_1': 0.98},167,35.10625200642062
A2RUS2,Unknotted,"{'0_1': 0.85, '3_1': 0.12}",1198,81.20553796140973
A2RUT3,Unknotted,{'0_1': 0.96},159,62.93487012986981
A2RUU4,Unknotted,{'0_1': 0.98},121,78.35632653061228
A2VCK2,Unknotted,"{'0_1': 0.93, '3_1': 0.07}",349,68.05297439759008
A2VDF0,Unknotted,"{'0_1': 0.87, '4_1': 0.07}",154,96.71408666100206
A2VDJ0,Unknotted,"{'0_1': 0.62, '3_1': 0.19, '4_1': 0.06}",1609,53.40377559117761
A3KFT3,Unknotted,{'0_1': 0.99},312,85.12758648758731
A3KMH1,Unknotted,"{'0_1': 0.71, '3_1': 0.13}",1905,79.02829826650758
A3KN83,Unknotted,"{'0_1': 0.6, '3_1': 0.27}",1393,68.28813981370503
A3QJZ6,Unknotted,"{'0_1': 0.82, '3_1': 0.17}",481,83.21736232629912
A3QJZ7,Unknotted,{'0_1': 0.99},478,83.98073316062138
A4D0S4,Unknotted,{'0_1': 0.91},1761,73.33177560397174
A4D0T7,Unknotted,{'0_1': 1.0},59,85.33981087470437
A4D0V7,Unknotted,"{'0_1': 0.89, '3_1': 0.06}",1026,72.99208318220185
A4D0Y5,Unknotted,{'0_1': 1.0},90,34.82716119828796
A4D126,Unknotted,"{'0_1': 0.84, '3_1': 0.14}",451,88.79640835001487
A4D161,Unknotted,{'0_1': 0.98},298,85.52981849611
A4D1B5,Unknotted,"{'0_1': 0.81, '3_1': 0.16}",854,80.81214752432052
A4D1E9,Unknotted,{'0_1': 0.97},387,79.85619363395256
A4D1F6,Unknotted,"{'0_1': 0.78, '3_1': 0.18}",860,81.34360389138931
A4D1N5,Unknotted,{'0_1': 1.0},150,40.318529163144504
A4D1P6,Unknotted,"{'0_1': 0.88, '3_1': 0.08}",747,75.91956825938563
A4D1S0,Unknotted,{'0_1': 0.95},409,59.809930325149246
A4D1S5,Unknotted,{'0_1': 0.99},217,84.7372653061225
A4D1T9,Unknotted,{'0_1': 0.96},235,81.05797958087051
A4D1U4,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",455,78.69080386740309
A4D1Z8,Unknotted,"{'0_1': 0.81, '3_1': 0.08, '4_1': 0.08}",144,86.06986760812055
A4D250,Unknotted,{'0_1': 0.95},179,29.183758193736246
A4D256,Unknotted,"{'0_1': 0.91, '3_1': 0.06}",447,86.0257669048928
A4D263,Unknotted,{'0_1': 0.97},438,55.39528102710381
A4D2B0,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",266,89.25878061490363
A4D2G3,Unknotted,{'0_1': 0.94},310,84.59821516900273
A4D2H0,Unknotted,"{'0_1': 0.89, '3_1': 0.11}",777,69.45216666666809
A4D2P6,Unknotted,"{'0_1': 0.72, '3_1': 0.18}",1211,67.50915170411683
A4FU01,Unknotted,{'0_1': 0.94},709,74.817495104148
A4FU28,Unknotted,"{'0_1': 0.79, '3_1': 0.13, '5_2': 0.07}",777,69.28265233554198
A4FU49,Unknotted,"{'0_1': 0.84, '3_1': 0.09}",640,53.42798870284437
A4GXA9,Unknotted,{'0_1': 0.98},379,80.95744218156764
A4IF30,Unknotted,{'0_1': 0.77},521,67.06751290243274
A4QMS7,Unknotted,{'0_1': 1.0},147,75.3620233139054
A4QN01,Unknotted,{'0_1': 0.99},128,51.98844216417914
A4QPB2,Unknotted,{'0_1': 0.93},252,86.0153333333334
A4QPH2,Unknotted,"{'0_1': 0.92, '3_1': 0.06}",592,82.20625505641857
A5A3E0,Unknotted,"{'0_1': 0.8, '3_1': 0.14}",1075,70.63273155785964
A5D6W6,Unknotted,{'0_1': 0.98},292,85.5718118161926
A5D8T8,Unknotted,{'0_1': 0.94},446,79.35918056354183
A5D8V6,Unknotted,{'0_1': 0.94},355,69.46906891495632
A5D8V7,Unknotted,{'0_1': 0.99},595,78.40710845853064
A5D8W1,Unknotted,"{'0_1': 0.92, '3_1': 0.06}",941,85.4823806321446
A5LHX3,Unknotted,{'0_1': 0.98},300,80.9277286652076
A5PLK6,Unknotted,"{'0_1': 0.74, '3_1': 0.19}",1076,66.96051290760872
A5PLL1,Unknotted,{'0_1': 0.95},514,56.19367888748408
A5PLL7,Unknotted,{'0_1': 0.95},270,91.04626588021794
A5PLN7,Unknotted,"{'0_1': 0.71, '3_1': 0.22}",773,50.61008586639287
A5PLN9,Unknotted,{'0_1': 0.99},417,87.21804240934168
A5X5Y0,Unknotted,{'0_1': 0.96},456,81.30394533406998
A5YKK6,Unknotted,"{'0_1': 0.77, '3_1': 0.12}",2376,75.60275435697922
A5YM72,Unknotted,"{'0_1': 0.81, '3_1': 0.12}",827,89.1930183515775
A6BM72,Unknotted,"{'0_1': 0.79, '4_1': 0.1}",1044,73.94333638384039
A6H8M9,Unknotted,{'0_1': 0.98},788,79.03886845593152
A6H8Z2,Unknotted,"{'0_1': 0.84, '3_1': 0.13}",402,64.57168288853954
A6NC05,Unknotted,"{'0_1': 0.92, '4_1': 0.08}",138,45.69366030881026
A6NC42,Unknotted,{'0_1': 0.96},116,88.22103375527382
A6NC51,Unknotted,{'0_1': 0.97},233,92.9740618101544
A6NC57,Unknotted,{'0_1': 0.95},917,75.16277837547122
A6NC62,Unknotted,{'0_1': 1.0},111,49.711293302540554
A6NC78,Unknotted,"{'0_1': 0.92, '3_1': 0.07}",632,67.31345984818259
A6NC86,Unknotted,{'0_1': 0.96},204,90.46263053536015
A6NC97,Unknotted,{'0_1': 0.95},362,85.60429824561399
A6NC98,Unknotted,"{'0_1': 0.76, '3_1': 0.14, '4_1': 0.07}",1476,70.21151342484605
A6NCC3,Unknotted,"{'0_1': 0.65, '3_1': 0.33}",632,71.12093824701181
A6NCE7,Unknotted,{'0_1': 0.96},125,92.26211295034122
A6NCF5,Unknotted,"{'0_1': 0.86, '3_1': 0.07}",533,89.11811408900934
A6NCF6,Unknotted,{'0_1': 0.94},341,75.04938560120577
A6NCI4,Unknotted,"{'0_1': 0.88, '3_1': 0.09}",1184,73.8502391581629
A6NCI5,Unknotted,{'0_1': 0.98},91,46.66237311385483
A6NCJ1,Unknotted,{'0_1': 0.98},209,43.6505380116959
A6NCK2,Unknotted,{'0_1': 0.98},446,88.58558911564646
A6NCL1,Unknotted,"{'0_1': 0.94, '3_1': 0.06}",334,59.65299775449065
A6NCL2,Unknotted,{'0_1': 1.0},159,84.33178513731788
A6NCL7,Unknotted,"{'0_1': 0.93, '3_1': 0.07}",494,69.18450778569542
A6NCM1,Unknotted,"{'0_1': 0.88, '3_1': 0.08}",818,82.01961163592654
A6NCN2,Unknotted,{'0_1': 1.0},255,89.32671913428436
A6NCN8,Unknotted,{'0_1': 0.98},305,65.03606885508427
A6NCQ9,Unknotted,"{'0_1': 0.92, '3_1': 0.08}",220,62.32511111111137
A6NCS4,Unknotted,"{'0_1': 0.89, '3_1': 0.09}",301,63.42298098186672
A6NCS6,Unknotted,{'0_1': 0.96},295,65.20415499533155
A6NCV1,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",312,88.09630557801151
A6NCW0,Unknotted,"{'0_1': 0.82, '3_1': 0.12}",530,68.0488524197412
A6NCW7,Unknotted,"{'0_1': 0.9, '3_1': 0.07}",530,66.91884900693967
A6ND01,Unknotted,{'0_1': 0.98},250,86.98387176938341
A6ND48,Unknotted,{'0_1': 0.96},311,81.40722424242425
A6ND91,Unknotted,"{'0_1': 0.81, '3_1': 0.14}",283,94.0553535832937
A6NDA9,Unknotted,"{'0_1': 0.91, '3_1': 0.07}",550,78.13678495386795
A6NDB9,Unknotted,"{'0_1': 0.73, '3_1': 0.2, '4_1': 0.06}",673,51.45210578643856
A6NDD5,Unknotted,{'0_1': 1.0},238,55.416563876652006
A6NDE4,Unknotted,"{'0_1': 0.68, '3_1': 0.19, '4_1': 0.07}",496,49.49585576434777
A6NDE8,Unknotted,{'0_1': 1.0},117,63.53389811738631
A6NDG6,Unknotted,"{'0_1': 0.91, '3_1': 0.09}",321,93.99928331936323
A6NDH6,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",313,88.48486334405071
A6NDI0,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",452,85.04355074424954
A6NDK9,Unknotted,"{'0_1': 0.9, '3_1': 0.06}",693,74.57702871410797
A6NDL7,Unknotted,{'0_1': 0.98},271,81.15255348202078
A6NDL8,Unknotted,{'0_1': 0.96},312,85.90234438156808
A6NDN3,Unknotted,"{'0_1': 0.9, '3_1': 0.08}",693,74.35964693295277
A6NDN8,Unknotted,{'0_1': 1.0},102,75.00514360313319
A6NDP7,Unknotted,{'0_1': 0.99},307,86.32309913793107
A6NDR6,Unknotted,{'0_1': 0.97},274,62.64907337723421
A6NDS4,Unknotted,{'0_1': 0.88},549,60.77636259977177
A6NDU8,Unknotted,{'0_1': 0.99},294,86.27450530785664
A6NDV4,Unknotted,"{'0_1': 0.9, '3_1': 0.09}",472,81.47259452054817
A6NDX4,Unknotted,{'0_1': 1.0},124,45.67983419689117
A6NDX5,Unknotted,{'0_1': 0.95},716,67.05672948432402
A6NDY0,Unknotted,"{'0_1': 0.87, '3_1': 0.06}",278,66.85241008874348
A6NDY2,Unknotted,"{'0_1': 0.77, '3_1': 0.18}",464,50.35223816355825
A6NDZ8,Unknotted,{'0_1': 0.98},208,66.93607540173075
A6NE02,Unknotted,{'0_1': 0.98},478,85.91521797631891
A6NE52,Unknotted,"{'0_1': 0.73, '3_1': 0.15}",1622,62.779710932576066
A6NE82,Unknotted,{'0_1': 1.0},208,66.62696782178259
A6NEC2,Unknotted,{'0_1': 0.94},478,88.60643271767854
A6NED2,Unknotted,{'0_1': 0.98},376,87.54324964639387
A6NEE1,Unknotted,{'0_1': 0.97},506,82.48550494095014
A6NEF3,Unknotted,{'0_1': 1.0},574,76.77406962025317
A6NEH6,Unknotted,{'0_1': 0.99},219,67.63660988074928
A6NEH8,Unknotted,"{'0_1': 0.87, '3_1': 0.13}",195,48.8551318458418
A6NEK1,Unknotted,{'0_1': 0.97},342,85.34326908821352
A6NEL2,Unknotted,"{'0_1': 0.83, '3_1': 0.13}",793,54.86112231404936
A6NEL3,Unknotted,{'0_1': 0.98},165,52.33437403400281
A6NEM1,Unknotted,"{'0_1': 0.79, '3_1': 0.18}",432,74.64607587604968
A6NEN9,Unknotted,{'0_1': 1.0},183,82.6203076923076
A6NEQ0,Unknotted,"{'0_1': 0.55, '3_1': 0.35, '5_1': 0.07}",496,49.58510048333782
A6NEQ2,Unknotted,"{'0_1': 0.87, '3_1': 0.11}",426,56.73208236466275
A6NER0,Unknotted,"{'0_1': 0.74, '3_1': 0.15, '3_1#3_1': 0.06}",549,60.67993374457331
A6NER3,Unknotted,{'0_1': 0.98},117,64.27129711751637
A6NES4,Unknotted,{'0_1': 1.0},1674,79.96347819537543
A6NET4,Unknotted,{'0_1': 0.97},321,82.48630248833672
A6NEV1,Unknotted,{'0_1': 0.99},266,58.00747479838709
A6NEY8,Unknotted,"{'0_1': 0.88, '3_1': 0.1}",169,95.68000000000005
A6NF34,Unknotted,"{'0_1': 0.94, '3_1': 0.06}",631,63.67168789165168
A6NF36,Unknotted,{'0_1': 1.0},153,82.99472312703587
A6NF83,Unknotted,{'0_1': 0.99},97,73.12224030037571
A6NF89,Unknotted,{'0_1': 0.95},314,89.8245980198025
A6NFA0,Unknotted,"{'0_1': 0.85, '3_1': 0.15}",338,50.443039513677796
A6NFA1,Unknotted,{'0_1': 0.95},517,70.58705577492577
A6NFC5,Unknotted,{'0_1': 0.99},223,80.72344072948346
A6NFC9,Unknotted,{'0_1': 0.99},320,60.33559758551335
A6NFD8,Unknotted,{'0_1': 1.0},242,66.26459516298624
A6NFE2,Unknotted,{'0_1': 0.99},343,59.19002173125681
A6NFE3,Unknotted,{'0_1': 1.0},127,83.68263565891458
A6NFF2,Unknotted,{'0_1': 0.98},107,82.74210900473904
A6NFH5,Unknotted,{'0_1': 0.99},140,92.800808080808
A6NFI3,Unknotted,"{'0_1': 0.69, '3_1': 0.13, '5_2': 0.06}",1004,60.48558569182443
A6NFK2,Unknotted,{'0_1': 0.98},248,59.10327777777813
A6NFN3,Unknotted,{'0_1': 0.99},312,62.77110416666597
A6NFN9,Unknotted,{'0_1': 0.97},502,74.85556113482346
A6NFQ2,Unknotted,"{'0_1': 0.86, '3_1': 0.09}",919,92.88422681862934
A6NFQ7,Unknotted,{'0_1': 0.98},191,67.18309461235233
A6NFR6,Unknotted,"{'0_1': 0.88, '3_1': 0.12}",353,52.31033297140796
A6NFT4,Unknotted,{'0_1': 1.0},308,88.61401976284594
A6NFU0,Unknotted,{'0_1': 1.0},413,83.00544364508407
A6NFU8,Unknotted,"{'0_1': 0.91, '4_1': 0.06}",196,89.48744232036864
A6NFX1,Unknotted,{'0_1': 0.96},504,79.20774432118334
A6NFY4,Unknotted,{'0_1': 1.0},417,80.23652313063708
A6NFY7,Unknotted,{'0_1': 0.99},115,77.54605993340705
A6NFZ4,Unknotted,{'0_1': 1.0},105,64.5639561855671
A6NG13,Unknotted,{'0_1': 0.93},374,85.81425000000026
A6NGA9,Unknotted,{'0_1': 1.0},273,73.62183840217881
A6NGB0,Unknotted,{'0_1': 0.98},347,76.30292285403854
A6NGB7,Unknotted,{'0_1': 0.99},291,68.14953925716955
A6NGC4,Unknotted,"{'0_1': 0.89, '3_1': 0.1}",264,86.42177514792877
A6NGD5,Unknotted,{'0_1': 0.91},496,59.608993581514234
A6NGE4,Unknotted,{'0_1': 0.91},600,74.76506649778338
A6NGE7,Unknotted,"{'0_1': 0.91, '3_1': 0.07}",173,95.6481872213969
A6NGG3,Unknotted,{'0_1': 0.98},77,51.15560810810826
A6NGG8,Unknotted,"{'0_1': 0.61, '3_1': 0.24, '4_1': 0.06}",1288,46.37141880167408
A6NGH7,Unknotted,{'0_1': 0.97},325,72.25125093075214
A6NGH8,Unknotted,{'0_1': 0.99},418,84.89082662538719
A6NGJ6,Unknotted,"{'0_1': 0.93, '3_1': 0.07}",449,86.44968715393131
A6NGK3,Unknotted,{'0_1': 1.0},116,65.32257078142705
A6NGN4,Unknotted,{'0_1': 0.99},478,84.59838026349775
A6NGN9,Unknotted,{'0_1': 1.0},336,84.35900309119046
A6NGQ2,Unknotted,{'0_1': 1.0},149,83.69150990099021
A6NGR9,Unknotted,{'0_1': 1.0},719,75.08251426467822
A6NGS2,Unknotted,{'0_1': 1.0},130,78.65142292490125
A6NGU5,Unknotted,"{'0_1': 0.82, '3_1': 0.14}",568,94.4201710191816
A6NGU7,Unknotted,{'0_1': 1.0},62,58.65504930966457
A6NGW2,Unknotted,{'0_1': 0.91},1772,66.95125525791401
A6NGY1,Unknotted,"{'0_1': 0.93, '3_1': 0.07}",282,59.848928074245734
A6NGY3,Unknotted,{'0_1': 0.99},159,74.91027070063689
A6NGY5,Unknotted,{'0_1': 0.97},319,86.44838760921401
A6NGZ8,Unknotted,"{'0_1': 0.93, '3_1': 0.07}",99,68.26951058201054
A6NH00,Unknotted,{'0_1': 0.95},312,88.45568894389419
A6NH11,Unknotted,"{'0_1': 0.92, '3_1': 0.06}",291,83.07880269058242
A6NH13,Unknotted,{'0_1': 1.0},148,48.68479816513759
A6NH21,Unknotted,{'0_1': 0.98},518,71.64632632632593
A6NH52,Unknotted,{'0_1': 0.98},213,80.07250439882722
A6NH57,Unknotted,"{'0_1': 0.92, '3_1': 0.07}",179,84.55377162629702
A6NHA9,Unknotted,{'0_1': 0.97},309,89.01201489449723
A6NHC0,Unknotted,"{'0_1': 0.87, '3_1': 0.08}",703,89.48613550815624
A6NHG4,Unknotted,"{'0_1': 0.89, '3_1': 0.11}",134,72.8552510040164
A6NHG9,Unknotted,"{'0_1': 0.92, '3_1': 0.07}",310,89.15037697608403
A6NHJ4,Unknotted,{'0_1': 0.99},632,65.19095596755497
